Date,Temperature,Humidity,Precipitation,WindSpeed
2024-06-21,24.1,68.2,7.8,6.9
2024-06-22,25.2,67.2,34.2,12.8
2024-06-23,24.8,62.5,17.0,2.9
2024-06-24,26.4,66.0,14.3,9.1
2024-06-25,23.8,56.3,6.2,9.5
2024-06-26,28.0,67.6,3.5,12.9
2024-06-27,22.7,61.5,14.5,11.1
2024-06-28,31.5,60.9,18.4,6.8
2024-06-29,25.0,70.1,10.2,8.0
2024-06-30,20.4,78.7,17.0,11.6
2024-07-01,19.7,75.6,17.4,10.8
2024-07-02,24.2,58.4,19.3,9.3
2024-07-03,21.9,62.6,2.0,9.6
2024-07-04,24.5,76.3,7.5,13.1
2024-07-05,23.7,63.0,15.1,9.4
2024-07-06,21.9,68.5,10.7,10.7
2024-07-07,19.4,74.1,17.4,17.5
2024-07-08,17.2,63.7,14.3,6.7
2024-07-09,20.3,71.4,0.7,5.4
2024-07-10,24.0,61.5,22.7,13.4
2024-07-11,21.9,66.8,6.7,9.0
2024-07-12,17.4,73.5,4.6,10.0
2024-07-13,21.5,60.3,22.1,8.7
2024-07-14,22.0,74.7,16.4,10.2
2024-07-15,18.0,71.7,24.3,15.8
2024-07-16,20.9,75.9,12.6,13.4
2024-07-17,20.5,73.8,7.4,13.6
2024-07-18,16.7,82.0,11.5,6.8
2024-07-19,21.0,73.5,3.8,7.5
2024-07-20,21.5,69.8,2.5,2.5
2024-07-21,22.9,73.9,5.8,8.6
2024-07-22,22.6,77.1,29.5,13.9
2024-07-23,15.2,73.8,6.4,12.6
2024-07-24,16.3,73.9,1.5,10.3
2024-07-25,20.5,69.0,9.0,10.9
2024-07-26,20.3,69.4,6.3,8.9
2024-07-27,20.1,64.5,23.0,11.6
2024-07-28,30.0,86.7,28.1,13.3
2024-07-29,20.0,66.0,7.1,6.2
2024-07-30,21.5,70.0,12.6,11.9
2024-07-31,20.8,70.1,13.5,13.8
2024-08-01,19.7,81.6,9.9,9.8
2024-08-02,16.6,73.5,8.4,13.1
2024-08-03,19.7,84.5,4.3,19.4
2024-08-04,14.9,71.2,1.2,10.7
2024-08-05,16.3,78.1,4.2,12.2
2024-08-06,15.4,70.5,9.6,8.8
2024-08-07,17.0,91.6,2.2,11.5
2024-08-08,23.5,68.4,12.1,12.4
2024-08-09,10.8,79.1,10.9,11.6
2024-08-10,18.3,81.6,6.3,7.9
2024-08-11,11.2,80.3,8.1,11.6
2024-08-12,14.4,76.3,2.7,15.4
2024-08-13,19.0,76.9,19.0,12.3
2024-08-14,15.7,78.3,18.8,13.9
2024-08-15,12.1,77.1,3.3,10.3
2024-08-16,13.1,85.1,3.4,13.2
2024-08-17,17.1,94.0,4.3,11.8
2024-08-18,12.7,74.9,15.7,8.1
2024-08-19,15.4,69.4,13.4,12.0
2024-08-20,14.7,78.5,22.0,8.0
2024-08-21,12.4,97.4,23.7,9.1
2024-08-22,20.7,73.9,2.0,11.6
2024-08-23,16.0,91.2,15.3,11.9
2024-08-24,7.8,91.7,23.1,7.4
2024-08-25,14.3,76.2,7.7,14.2
2024-08-26,11.6,84.3,10.1,12.7
2024-08-27,16.0,91.9,8.9,8.9
2024-08-28,10.9,78.0,9.2,6.4
2024-08-29,12.8,79.4,19.0,10.6
2024-08-30,14.5,76.9,33.4,9.7
2024-08-31,15.4,74.1,27.0,11.3
2024-09-01,9.1,76.8,6.6,9.9
2024-09-02,11.5,73.0,12.7,5.0
2024-09-03,11.0,82.0,5.0,9.8
2024-09-04,10.3,76.5,5.5,10.1
2024-09-05,17.4,83.7,9.7,12.9
2024-09-06,13.2,71.3,5.3,8.9
2024-09-07,8.1,84.7,6.1,16.0
2024-09-08,14.5,88.4,12.4,5.3
2024-09-09,17.9,68.7,15.1,14.9
2024-09-10,14.5,85.5,14.8,10.3
2024-09-11,6.8,91.6,14.9,13.6
2024-09-12,9.7,74.7,2.9,11.2
2024-09-13,14.9,95.0,5.1,14.4
2024-09-14,8.8,86.4,10.6,9.8
2024-09-15,12.2,78.7,22.3,7.7
2024-09-16,13.0,83.4,46.2,15.3
2024-09-17,7.8,87.8,13.1,10.7
2024-09-18,10.3,84.6,17.7,11.7
2024-09-19,0.6,87.9,2.6,14.7
2024-09-20,7.2,77.9,17.3,7.9
2024-09-21,9.4,85.6,5.0,12.8
2024-09-22,6.3,74.7,6.3,9.2
2024-09-23,14.8,83.9,19.4,10.6
2024-09-24,5.5,78.5,10.5,11.2
2024-09-25,8.4,79.8,1.1,6.5
2024-09-26,10.0,93.7,6.6,8.7
2024-09-27,13.9,92.8,28.0,15.1
2024-09-28,5.1,89.5,8.1,13.7
2024-09-29,12.9,77.7,8.1,10.8
2024-09-30,9.3,83.2,18.5,11.7
2024-10-01,6.3,94.1,13.4,10.1
2024-10-02,10.5,86.6,7.7,15.1
2024-10-03,9.6,100.0,5.9,10.4
2024-10-04,7.2,88.6,61.1,11.7
2024-10-05,9.1,87.3,24.8,14.4
2024-10-06,7.7,83.8,14.9,8.7
2024-10-07,9.1,87.0,15.6,15.7
2024-10-08,10.7,85.1,9.2,6.4
2024-10-09,13.4,91.2,13.3,15.9
2024-10-10,4.9,93.0,8.4,9.9
2024-10-11,14.9,80.9,4.6,10.3
2024-10-12,2.6,77.1,13.7,5.3
2024-10-13,8.0,73.7,7.8,9.6
2024-10-14,10.1,90.1,14.3,7.9
2024-10-15,9.2,78.9,16.3,9.2
2024-10-16,6.4,71.6,14.8,10.6
2024-10-17,7.6,89.4,4.2,13.9
2024-10-18,6.7,100.0,7.1,11.6
2024-10-19,6.4,86.8,8.0,11.9
2024-10-20,10.7,92.7,21.0,7.7
2024-10-21,9.2,87.4,20.2,8.4
2024-10-22,6.0,86.2,5.3,16.4
2024-10-23,10.8,93.4,2.9,8.8
2024-10-24,9.0,84.9,47.6,16.0
2024-10-25,10.5,88.8,14.4,10.3
2024-10-26,9.9,89.2,2.5,11.0
2024-10-27,5.5,82.3,6.2,14.2
2024-10-28,6.3,93.9,21.6,14.8
2024-10-29,10.2,85.8,40.1,10.7
2024-10-30,9.8,81.7,35.7,9.8
2024-10-31,7.9,90.8,13.9,10.8
2024-11-01,8.4,80.7,10.3,12.0
2024-11-02,11.8,87.2,3.8,13.7
2024-11-03,6.3,86.9,11.0,11.0
2024-11-04,9.7,94.6,4.4,12.9
2024-11-05,7.5,90.3,7.2,15.9
2024-11-06,7.4,86.7,19.4,12.1
2024-11-07,11.4,92.6,8.4,11.9
2024-11-08,10.6,96.6,7.9,6.4
2024-11-09,10.6,90.7,9.8,3.1
2024-11-10,12.1,86.8,52.4,12.2
2024-11-11,8.3,77.6,3.4,10.7
2024-11-12,10.3,79.2,12.8,9.5
2024-11-13,7.4,84.5,33.6,11.7
2024-11-14,9.3,82.3,9.8,10.8
2024-11-15,8.0,85.2,24.5,14.4
2024-11-16,8.7,86.9,2.7,11.3
2024-11-17,10.3,90.1,8.6,8.8
2024-11-18,6.1,85.9,4.9,14.0
2024-11-19,14.9,89.7,9.7,10.3
2024-11-20,5.6,86.7,9.9,12.6
2024-11-21,5.1,72.3,10.8,9.6
2024-11-22,12.3,79.5,19.3,9.1
2024-11-23,11.2,85.0,0.6,11.3
2024-11-24,10.8,77.4,5.9,11.0
2024-11-25,10.9,90.0,12.2,12.4
2024-11-26,9.0,96.4,1.2,10.2
2024-11-27,6.5,94.1,16.5,5.5
2024-11-28,9.5,84.0,5.8,9.7
2024-11-29,7.3,95.8,8.8,13.4
2024-11-30,12.3,86.3,19.9,10.1
2024-12-01,9.1,82.8,25.3,10.3
2024-12-02,7.1,80.8,16.8,14.0
2024-12-03,8.7,82.9,3.3,8.9
2024-12-04,11.0,82.1,16.2,6.4
2024-12-05,8.2,85.9,17.0,10.5
2024-12-06,7.5,85.7,14.7,9.5
2024-12-07,10.8,84.5,28.2,8.1
2024-12-08,10.9,87.4,11.0,10.5
2024-12-09,8.8,92.6,27.5,12.5
2024-12-10,9.0,90.7,27.4,11.0
2024-12-11,11.2,73.6,17.4,11.9
2024-12-12,6.3,65.9,13.0,16.4
2024-12-13,6.5,90.2,14.7,10.0
2024-12-14,8.7,74.0,32.5,11.8
2024-12-15,10.4,81.8,22.3,9.5
2024-12-16,12.1,75.1,3.8,8.5
2024-12-17,15.7,70.5,14.0,9.2
2024-12-18,14.0,86.7,4.6,9.6
2024-12-19,11.0,88.1,5.7,12.1
2024-12-20,11.6,78.6,7.4,18.0
2024-12-21,8.8,64.3,2.4,8.9
2024-12-22,11.9,78.5,4.3,9.8
2024-12-23,11.2,84.9,29.3,10.8
2024-12-24,13.2,71.6,5.6,12.2
2024-12-25,9.9,83.1,19.3,11.8
2024-12-26,14.0,81.5,11.8,14.9
2024-12-27,17.2,85.5,15.7,3.7
2024-12-28,12.4,82.1,16.2,3.8
2024-12-29,14.1,74.3,4.1,9.5
2024-12-30,15.1,89.3,19.3,14.3
2024-12-31,12.0,79.6,3.0,6.3
2025-01-01,13.9,80.6,5.4,2.0
2025-01-02,13.4,74.0,16.0,12.7
2025-01-03,13.8,77.3,3.9,11.7
2025-01-04,11.4,74.0,1.0,7.7
2025-01-05,13.9,78.8,13.5,8.0
2025-01-06,15.5,91.8,1.9,8.1
2025-01-07,18.5,70.0,17.2,11.3
2025-01-08,17.2,68.1,7.9,9.1
2025-01-09,20.9,89.5,13.4,12.5
2025-01-10,12.3,77.6,13.2,2.4
2025-01-11,17.4,74.2,18.1,8.4
2025-01-12,15.5,85.9,16.4,7.6
2025-01-13,21.7,74.2,3.8,10.2
2025-01-14,12.9,91.0,8.3,9.4
2025-01-15,12.9,82.8,13.4,13.4
2025-01-16,13.8,74.4,27.8,5.4
2025-01-17,9.4,92.8,16.5,11.1
2025-01-18,14.4,73.2,26.2,12.7
2025-01-19,13.8,82.5,13.9,16.6
2025-01-20,16.7,79.2,22.6,9.6
2025-01-21,17.5,86.0,12.5,12.0
2025-01-22,22.3,87.6,21.9,5.6
2025-01-23,19.6,76.7,7.6,3.8
2025-01-24,15.2,71.0,30.0,13.5
2025-01-25,14.4,79.3,15.1,11.0
2025-01-26,18.8,71.1,2.4,14.5
2025-01-27,13.5,89.7,13.7,6.9
2025-01-28,23.2,76.4,16.5,12.6
2025-01-29,21.4,72.6,19.7,16.6
2025-01-30,16.6,76.3,37.3,12.3
2025-01-31,13.0,65.4,6.5,11.8
2025-02-01,22.4,67.8,37.5,11.0
2025-02-02,18.2,82.8,10.3,6.3
2025-02-03,22.4,69.6,5.2,15.1
2025-02-04,14.1,66.6,6.7,9.2
2025-02-05,17.2,77.5,15.8,12.5
2025-02-06,19.2,81.9,4.5,6.3
2025-02-07,19.5,78.4,7.7,7.5
2025-02-08,18.2,80.1,13.5,15.3
2025-02-09,21.6,67.6,29.9,10.0
2025-02-10,16.7,62.8,19.3,15.4
2025-02-11,19.6,83.0,10.6,10.8
2025-02-12,20.6,70.1,15.8,5.5
2025-02-13,21.9,70.4,12.5,13.7
2025-02-14,22.7,81.2,3.3,9.2
2025-02-15,17.3,75.6,33.5,13.1
2025-02-16,16.3,74.7,30.2,11.1
2025-02-17,24.9,86.5,9.7,6.4
2025-02-18,22.2,66.6,6.9,11.5
2025-02-19,19.1,77.4,3.4,17.6
2025-02-20,26.2,71.2,16.5,12.5
2025-02-21,22.0,72.4,16.6,10.8
2025-02-22,25.4,81.1,4.8,14.2
2025-02-23,22.2,73.7,12.6,11.6
2025-02-24,28.4,73.8,18.9,11.6
2025-02-25,27.6,77.3,6.5,7.7
2025-02-26,21.7,67.1,8.7,11.7
2025-02-27,25.6,63.6,8.6,14.1
2025-02-28,24.7,61.9,5.1,8.5
2025-03-01,27.0,55.3,8.8,15.3
2025-03-02,20.2,83.3,1.9,10.7
2025-03-03,25.3,61.0,8.2,8.3
2025-03-04,26.6,67.0,8.4,14.0
2025-03-05,18.2,66.4,9.8,10.1
2025-03-06,20.1,70.4,14.9,13.3
2025-03-07,17.7,73.7,3.1,10.1
2025-03-08,23.1,73.9,3.7,10.8
2025-03-09,26.2,63.6,5.0,12.5
2025-03-10,28.7,66.4,2.7,11.9
2025-03-11,24.6,69.4,16.2,5.0
2025-03-12,29.4,65.5,6.2,7.6
2025-03-13,20.5,78.3,10.0,13.8
2025-03-14,19.6,70.3,4.6,10.6
2025-03-15,24.7,71.9,7.5,9.4
2025-03-16,26.1,71.2,13.0,6.9
2025-03-17,25.0,74.7,13.5,7.8
2025-03-18,19.0,67.6,3.9,4.9
2025-03-19,25.1,57.1,9.6,10.7
2025-03-20,21.6,68.8,4.7,9.2
2025-03-21,27.6,61.3,9.3,8.1
2025-03-22,26.8,62.1,5.8,10.8
2025-03-23,23.0,69.7,35.0,12.1
2025-03-24,24.4,74.2,18.8,17.3
2025-03-25,22.8,65.5,14.0,6.5
2025-03-26,25.9,67.4,8.1,14.5
2025-03-27,29.1,77.1,19.2,13.9
2025-03-28,23.4,66.7,9.8,8.7
2025-03-29,27.9,83.1,32.5,11.6
2025-03-30,24.9,68.8,20.6,9.6
2025-03-31,24.2,52.4,7.5,11.6
2025-04-01,26.4,69.9,30.0,15.5
2025-04-02,23.7,67.2,8.1,12.8
2025-04-03,25.2,73.4,36.3,12.5
2025-04-04,23.3,69.0,31.1,9.7
2025-04-05,32.9,63.2,13.0,6.5
2025-04-06,27.2,55.5,2.0,10.4
2025-04-07,25.0,62.6,12.2,14.6
2025-04-08,27.9,58.0,3.5,6.4
2025-04-09,26.9,59.8,5.9,7.8
2025-04-10,26.7,67.9,6.3,11.4
2025-04-11,29.2,75.4,3.5,8.0
2025-04-12,29.7,66.4,12.3,8.6
2025-04-13,25.9,55.2,5.3,9.7
2025-04-14,25.8,66.6,8.4,6.9
2025-04-15,26.8,71.8,6.4,8.1
2025-04-16,20.8,59.1,14.9,13.1
2025-04-17,23.2,62.4,14.1,7.1
2025-04-18,31.8,63.4,7.9,6.2
2025-04-19,32.7,57.8,15.5,9.1
2025-04-20,27.1,67.8,24.6,13.2
2025-04-21,29.6,62.3,0.8,10.4
2025-04-22,28.8,66.1,6.1,9.6
2025-04-23,37.1,56.9,4.2,11.1
2025-04-24,31.3,60.0,5.6,5.8
2025-04-25,27.6,68.1,0.7,12.5
2025-04-26,25.1,60.4,6.4,12.2
2025-04-27,23.2,75.1,27.1,9.8
2025-04-28,28.6,60.2,11.5,14.0
2025-04-29,25.7,64.6,15.2,7.6
2025-04-30,23.7,69.5,92.5,14.4
2025-05-01,26.1,53.1,32.9,11.5
2025-05-02,24.8,50.7,9.9,10.0
2025-05-03,33.1,52.3,7.1,10.9
2025-05-04,30.6,71.9,6.2,10.7
2025-05-05,28.0,59.2,13.3,14.7
2025-05-06,32.4,80.9,7.1,7.8
2025-05-07,28.2,59.1,3.4,8.7
2025-05-08,25.3,64.4,6.4,14.1
2025-05-09,32.5,73.9,13.6,9.2
2025-05-10,29.5,77.2,17.2,13.7
2025-05-11,24.7,77.6,35.3,16.1
2025-05-12,27.3,71.7,11.1,9.8
2025-05-13,25.2,70.4,25.6,13.0
2025-05-14,23.6,67.4,8.7,7.5
2025-05-15,30.5,68.8,9.7,13.3
2025-05-16,33.4,59.5,9.3,11.6
2025-05-17,23.4,57.7,12.2,12.4
2025-05-18,29.3,63.5,19.5,9.1
2025-05-19,25.6,62.4,6.9,6.0
2025-05-20,26.0,60.4,4.4,12.5
2025-05-21,25.7,68.6,20.7,4.8
2025-05-22,24.8,70.4,19.6,10.0
2025-05-23,27.5,64.5,28.5,13.8
2025-05-24,24.8,74.3,6.0,11.6
2025-05-25,28.0,56.0,8.4,16.8
2025-05-26,27.0,62.7,21.2,14.1
2025-05-27,26.3,59.1,6.8,9.0
2025-05-28,24.2,51.2,16.7,11.1
2025-05-29,25.2,63.8,8.7,10.9
2025-05-30,29.1,63.6,13.3,6.3
2025-05-31,28.2,75.1,3.3,8.2
2025-06-01,23.7,69.1,11.0,9.3
2025-06-02,26.8,57.6,24.3,4.9
2025-06-03,28.7,77.8,18.4,11.1
2025-06-04,21.4,73.5,4.1,10.3
2025-06-05,27.9,69.2,33.3,6.0
2025-06-06,24.2,63.6,23.2,12.2
2025-06-07,27.8,58.6,3.5,13.1
2025-06-08,23.7,62.8,6.4,11.7
2025-06-09,20.4,73.2,3.7,10.0
2025-06-10,20.9,78.9,13.6,12.8
2025-06-11,25.8,76.6,6.2,13.0
2025-06-12,26.3,62.5,1.1,11.9
2025-06-13,22.7,58.3,9.7,8.5
2025-06-14,27.2,67.2,20.1,11.8
2025-06-15,20.2,54.0,11.2,14.6
2025-06-16,24.9,68.8,15.6,9.2
2025-06-17,21.3,65.6,12.1,17.3
2025-06-18,22.9,63.6,17.8,9.4
2025-06-19,24.8,55.8,12.9,11.1
2025-06-20,22.0,70.7,9.3,9.0
2025-06-21,23.3,63.6,11.1,11.7
2025-06-22,27.3,59.3,29.2,5.8
2025-06-23,22.4,47.5,16.3,9.4
2025-06-24,26.5,67.6,4.1,7.7
2025-06-25,20.5,80.4,10.9,11.4
2025-06-26,25.3,79.7,13.4,14.0
2025-06-27,27.9,65.1,9.0,12.9
2025-06-28,16.0,64.2,1.1,3.9
2025-06-29,20.9,71.9,4.6,17.1
2025-06-30,24.9,61.8,7.1,11.9
2025-07-01,22.4,71.1,36.0,8.7
2025-07-02,24.0,74.5,15.0,11.5
2025-07-03,20.9,77.9,1.9,11.5
2025-07-04,22.8,68.8,9.5,9.0
2025-07-05,21.9,68.3,26.1,11.6
2025-07-06,25.8,63.8,6.1,9.2
2025-07-07,22.9,64.3,21.8,9.8
2025-07-08,22.9,68.7,2.0,8.9
2025-07-09,20.5,73.0,0.1,6.7
2025-07-10,20.2,77.1,24.2,11.4
2025-07-11,20.2,65.2,6.8,12.8
2025-07-12,22.5,81.5,7.3,12.5
2025-07-13,19.9,69.3,12.0,13.5
2025-07-14,21.8,71.3,14.6,12.0
2025-07-15,27.0,66.4,0.3,9.4
2025-07-16,23.3,54.9,5.6,13.5
2025-07-17,19.5,78.2,10.8,6.9
2025-07-18,23.9,77.4,14.5,8.3
2025-07-19,18.9,70.5,4.1,8.1
2025-07-20,13.9,73.1,8.6,14.2
2025-07-21,16.8,76.5,6.1,13.8
2025-07-22,14.0,62.1,12.3,12.5
2025-07-23,18.4,69.5,23.6,14.2
2025-07-24,19.3,79.0,7.7,8.4
2025-07-25,24.1,64.9,2.5,12.0
2025-07-26,19.9,75.9,5.4,10.6
2025-07-27,18.1,64.6,33.1,13.5
2025-07-28,21.1,77.5,4.6,10.7
2025-07-29,11.8,74.2,3.1,9.8
2025-07-30,19.0,63.4,7.3,12.6
2025-07-31,20.4,83.0,9.5,13.6
2025-08-01,13.5,70.0,6.4,9.0
2025-08-02,21.2,69.6,2.0,10.8
2025-08-03,18.6,76.9,13.2,7.8
2025-08-04,16.2,83.8,12.3,3.5
2025-08-05,19.1,68.8,17.3,11.6
2025-08-06,23.9,76.6,12.1,12.8
2025-08-07,17.4,79.3,31.2,11.8
2025-08-08,17.5,81.4,18.3,5.2
2025-08-09,15.2,78.0,15.7,9.9
2025-08-10,13.8,74.4,24.2,4.3
2025-08-11,18.7,71.4,11.5,15.1
2025-08-12,13.5,78.0,8.8,7.7
2025-08-13,16.1,70.1,13.1,14.8
2025-08-14,14.3,57.3,1.0,13.8
2025-08-15,17.0,81.0,11.5,8.3
2025-08-16,16.4,84.5,9.5,7.6
2025-08-17,18.3,61.8,14.3,12.1
2025-08-18,13.5,71.5,21.9,8.5
2025-08-19,14.1,83.1,16.1,11.3
2025-08-20,11.8,93.4,5.4,9.6
2025-08-21,13.2,79.3,19.4,5.7
2025-08-22,15.5,74.2,31.6,4.3
2025-08-23,16.5,78.3,22.3,11.7
2025-08-24,11.3,89.3,2.7,9.3
2025-08-25,16.5,75.4,15.9,9.3
2025-08-26,17.8,74.5,3.2,13.1
2025-08-27,14.8,76.9,8.0,14.5
2025-08-28,19.1,73.8,13.9,10.2
